
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set ALL and time  0.1000000E+01

         1 -2.905946E-04  3.959707E-03 -4.440741E-03
         2  5.544538E-04  1.492310E-03 -7.089572E-03
         3  7.649657E-04  4.706686E-04 -6.127115E-03
         4 -2.689564E-05 -3.254258E-04 -1.345307E-03
         5  5.067218E-04  2.011724E-03 -5.790422E-03
         6 -1.973251E-04 -3.184404E-04 -2.024041E-04
         7 -8.203692E-04  2.226186E-03  2.290620E-04
         8  9.685571E-04 -5.835821E-04 -5.274940E-03
         9 -3.017529E-04  5.164526E-04 -1.303072E-03
        10 -4.793566E-04  5.706007E-03 -1.758491E-03
        11  2.144198E-04 -5.097281E-04 -1.690299E-03
        12  2.285975E-04  1.584330E-03 -5.356640E-03
        13 -5.497061E-04  1.645900E-03  8.347857E-04
        14  1.703667E-04  6.071303E-03 -7.503316E-03
        15 -1.257541E-03  1.799240E-03 -2.800110E-04
        16  3.870379E-05 -7.558019E-04  1.005663E-04
        17  9.100922E-04 -5.857707E-04 -2.379428E-03
        18 -2.382093E-04  5.978933E-03 -3.787127E-03
        19 -7.563893E-04  6.222828E-03  8.017630E-04
        20 -5.894268E-04  2.416331E-03  7.705510E-04
        21  8.466057E-04  1.414834E-04 -5.126571E-03
        22 -1.466365E-04  2.204109E-03 -3.919575E-03
        23 -4.970388E-04 -2.340341E-05  4.301755E-04
        24  0.000000E+00  0.000000E+00  0.000000E+00
        25  8.313447E-04 -6.756103E-04 -1.346202E-03
        26  1.331917E-03 -6.956942E-04 -2.732775E-03
        27  9.999539E-04 -2.198349E-04 -3.900026E-03
        28  2.293562E-04  4.154669E-03 -6.707866E-03
        29  3.779554E-05 -3.614628E-04 -1.570514E-03
        30 -1.133030E-03  5.343499E-04 -3.299190E-04
        31  2.218211E-04 -4.716067E-04 -3.441072E-03
        32  2.090269E-04  7.890384E-04 -1.830262E-03
        33  3.435805E-04 -5.216777E-04 -5.685925E-03
        34  5.268343E-04  2.323872E-03 -7.885563E-03
        35  4.059797E-04 -3.065862E-04 -7.361728E-03
        36  5.023780E-04  2.030138E-03 -7.959287E-03
        37 -9.553989E-04  5.136567E-03  3.040299E-04
        38 -6.980098E-04  5.007428E-03  6.553959E-04
        39  3.120348E-04  1.460663E-04 -8.298065E-03
        40  7.307585E-04 -6.013097E-04 -6.600973E-03
        41  2.789353E-04 -3.452220E-04 -4.924909E-03
        42 -5.789963E-05  5.705769E-04 -2.140224E-03
        43  3.416136E-04 -1.829227E-04 -6.062108E-03
        44  2.005281E-04  9.994726E-05 -4.283429E-03
        45 -4.860646E-04  4.004500E-03 -1.793669E-03
        46 -8.296826E-04  4.110630E-03  1.829394E-05
        47 -3.351702E-04  4.981868E-03 -3.689226E-03
        48 -7.456523E-04  1.007125E-03 -1.383919E-03
